Text,Address,Street_Number,Street_Name,Street_Address,City,Zip_Code,State,Country
"14 High Street, CROYDON CR0 1TY UK","","14","High Street","14 High Street","CROYDON","CR0 1TY","","UK"
"60 Church Lane, LIVERPOOL L1 7BY, England","","60","Church Lane","60 Church Lane","LIVERPOOL","L1 7BY","","England"
"Edinburgh Bike Tours: Timberbush, Leith, Edinburgh, Scotland EH6 6QH","","","","Timberbush","Edinburgh","EH6 6QH","Scotland",""
"London Bookstore: 123 High Street, Camden, London, England NW1 7JR","","123","High Street","123 High Street","London","NW1 7JR","England",""
"Manchester Art Gallery: 45 Mosley Street, Manchester, England M2 3JL","","45","Mosley Street","45 Mosley Street","Manchester","M2 3JL","England",""
"Bristol Zoo Gardens: Clifton, Bristol, England BS8 3HA","","","","Clifton","Bristol","BS8 3HA","England",""
"Glasgow Science Centre: 50 Pacific Quay, Glasgow, Scotland G51 1EA","","50","Pacific Quay","50 Pacific Quay","Glasgow","G51 1EA","Scotland",""
"Cardiff Castle: Castle Street, Cardiff, Wales CF10 3RB","","","Castle Street","Castle Street","Cardiff","CF10 3RB","Wales",""
"York Minster: Deangate, York, England YO1 7HH","","","Deangate","Deangate","York","YO1 7HH","England",""
"Oxford University: Wellington Square, Oxford, England OX1 2JD","","","Wellington Square","Wellington Square","Oxford","OX1 2JD","England",""
"Cambridge Market: Market Square, Cambridge, England CB2 3QJ","","","Market Square","Market Square","Cambridge","CB2 3QJ","England",""
"Belfast City Hall: Donegall Square, Belfast, Northern Ireland BT1 5GS","","","Donegall Square","Donegall Square","Belfast","BT1 5GS","Northern Ireland",""
"Leeds City Museum: Millennium Square, Leeds, England LS2 8BH","","","Millennium Square","Millennium Square","Leeds","LS2 8BH","England",""
"address: The Leas, Eastington, Stonehouse, Gloucestershire, GL103SQ, UK","","","The Leas","The Leas","Stonehouse","GL103SQ","Gloucestershire","UK"
"address: 22 Baker Street, Marylebone, London, W1U7BT, England","","22","Baker Street","22 Baker Street","London","W1U7BT","","England"
"address: 15 St. James's Square, Westminster, London, SW1Y4LH","","15","St. James's Square","15 St. James's Square","London","SW1Y4LH","",""
"address: 48 High Street, Maidenhead, Berkshire, SL61QE","","48","High Street","48 High Street","Maidenhead","SL61QE","Berkshire",""
"address: Flat 2, 10 Downing Street, Westminster, London, SW1A2AA, UK","","10","Downing Street","Flat 2, 10 Downing Street","London","SW1A2AA","Westminster","UK"
"address: 7 Elm Road, Ealing, London, W55HP","","7","Elm Road","7 Elm Road","London","W55HP","Ealing",""
"address: 23 Carlton Terrace, Edinburgh, EH75DD, Scotland","","23","Carlton Terrace","23 Carlton Terrace","Edinburgh","EH75DD","","Scotland"
"address: 9 Queen Street, Cardiff, CF102DG","","9","Queen Street","9 Queen Street","Cardiff","CF102DG","",""
"address: 14 Green Lane, Liverpool, L137DT","","14","Green Lane","14 Green Lane","Liverpool","L137DT","",""
"address: 5 Market Square, Cambridge, CB23QJ, UK","","5","Market Square","5 Market Square","Cambridge","CB23QJ","","UK"
"address: 33 Victoria Street, Bristol, BS13DD","","33","Victoria Street","33 Victoria Street","Bristol","BS13DD","",""
"GL1 Leisure Centre, Bruton Way, Gloucester GL1 1DT.","","","Bruton Way","Bruton Way","Gloucester","GL1 1DT","",""
"Oxford Castle, Oxford OX1 1AY.","","","Oxford Castle","Oxford Castle","Oxford","OX1 1AY","",""
"Manchester Art Gallery, Mosley Street, Manchester M2 3JL.","","","Mosley Street","Mosley Street","Manchester","M2 3JL","",""
"Cabot Circus, Glass House, Bristol BS1 3BX.","","","Glass House","Glass House","Bristol","BS1 3BX","",""
"Royal Pavilion, 4/5 Pavilion Buildings, Brighton BN1 1EE.","","","Pavilion Buildings","4/5 Pavilion Buildings","Brighton","BN1 1EE","",""
"Science and Industry Museum, Liverpool Road, Manchester M3 4FP.","","","Liverpool Road","Liverpool Road","Manchester","M3 4FP","",""
"Kelvingrove Art Gallery and Museum, Argyle Street, Glasgow G3 8AG.","","","Argyle Street","Argyle Street","Glasgow","G3 8AG","",""
"Albert Dock, Liverpool L3 4AA.","","","Albert Dock","Albert Dock","Liverpool","L3 4AA","",""
"Eden Project, Bodelva, Par PL24 2SG.","","","Bodelva","Bodelva","Par","PL24 2SG","",""
"Shakespeare's Globe Theatre, 21 New Globe Walk, London SE1 9DT.","","","New Globe Walk","21 New Globe Walk","London","SE1 9DT","",""
"Durham Cathedral, The College, Durham DH1 3EH.","","","The College","The College","Durham","DH1 3EH","",""
